battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,touch_screen,wifi,network_2G,network_3G,network_4G,network_5G,price_range,price
1313,0,1.7,1,18,0,54,0.4,127,8,9,814,1883,2408,12,14,19,1,0,0,0,0,1,2,33209
1928,0,1.3,1,20,1,40,1.0,215,5,1,1548,1953,802,19,11,18,1,1,1,0,0,0,0,7147
1869,0,1.9,0,14,0,64,0.3,217,2,12,143,514,1048,9,13,10,0,0,0,1,0,0,0,3693
919,0,2.5,1,13,0,28,0.3,84,4,6,729,1059,2160,12,10,8,0,1,0,0,1,0,0,2757
1705,1,0.8,1,0,1,48,0.5,195,6,7,1718,1503,1634,18,20,6,0,1,0,0,0,1,2,25083
1482,0,2.0,0,15,0,17,0.2,196,2,15,862,913,1938,10,8,17,1,0,0,0,1,0,0,3204
1324,1,1.8,0,9,1,52,1.0,233,7,10,1777,1878,744,19,19,8,1,0,1,0,0,0,0,5911
1524,0,0.9,0,18,0,7,0.6,187,7,3,1216,1980,2078,19,7,14,1,0,0,0,0,1,2,54618
1066,0,2.1,1,2,1,56,0.6,102,6,16,464,1498,3920,9,11,14,0,1,0,0,0,1,3,61233
870,1,1.2,1,4,0,34,0.7,141,7,15,1807,1719,1782,17,2,16,1,1,0,0,1,0,1,19727
1435,0,1.7,1,8,1,45,0.5,92,3,18,374,614,3377,18,20,18,0,1,0,1,0,0,0,2127
1160,0,0.7,1,17,1,19,0.1,216,6,10,676,1940,3414,15,14,18,1,0,0,0,1,0,1,18485
1954,0,1.6,1,10,0,17,0.7,99,5,6,691,1875,2606,8,7,20,0,1,1,0,0,0,0,6943
1468,0,1.3,1,15,0,13,0.7,171,7,12,628,1475,3328,9,6,11,0,0,0,0,1,0,1,14280
1832,1,2.6,0,1,0,21,0.5,187,7,18,1289,1598,3708,16,16,3,1,0,0,0,1,0,1,19780
1660,1,0.6,0,11,1,46,0.8,231,1,16,1401,535,905,8,11,15,1,1,0,0,0,1,3,67611
701,0,1.5,1,5,1,41,0.3,187,1,12,1573,741,903,5,19,4,0,1,0,1,0,0,0,7227
1959,0,1.6,1,10,1,60,0.3,112,1,11,555,562,1641,7,17,8,0,0,0,1,0,0,0,6274
812,0,2.3,1,7,0,30,0.2,227,6,6,862,1165,636,12,17,12,0,1,0,1,0,0,0,7290
616,1,1.9,1,11,0,31,0.4,143,5,0,73,1008,3993,11,14,18,0,1,0,1,0,0,0,2290
1436,1,2.2,1,1,1,27,0.9,109,6,0,437,687,2465,16,2,16,0,0,0,0,1,0,1,19299
1074,1,2.4,0,8,0,23,0.8,187,8,19,880,1234,2322,19,18,20,1,1,0,0,0,1,3,83755
743,1,2.7,0,14,1,34,0.4,152,4,13,225,592,3277,11,14,12,0,1,0,0,0,1,2,32201
1036,0,1.3,1,1,0,59,0.6,188,5,14,1842,504,2119,15,15,16,1,0,0,1,0,0,0,6762
574,0,1.8,0,0,0,54,0.7,224,5,10,307,1961,2546,7,16,16,1,0,0,0,1,0,1,18757
885,0,2.6,1,9,1,40,0.3,179,8,8,965,1689,384,13,0,7,1,1,0,1,0,0,0,8936
1733,1,3.0,1,1,0,48,0.3,93,6,16,347,1969,1455,20,10,16,1,1,0,1,0,0,0,4903
974,0,2.7,1,11,0,30,1.0,98,6,3,475,524,664,19,5,10,1,1,0,0,0,1,3,65298
917,1,1.4,0,7,0,23,0.7,150,1,19,1338,1007,1047,10,8,6,0,0,0,0,0,1,3,119562
846,1,1.0,0,4,0,46,1.0,138,5,18,524,597,3246,12,19,20,1,1,0,1,0,0,0,6213
1139,0,1.7,1,0,0,14,0.4,176,1,6,1448,1791,1363,12,15,6,0,0,0,0,1,0,1,14393
1438,0,2.4,0,14,1,61,0.7,123,4,0,523,1161,3703,7,5,14,1,0,0,1,0,0,0,5389
1454,0,1.7,0,5,0,10,0.3,239,3,8,561,1916,477,8,11,19,0,0,0,0,0,1,3,108064
1375,1,1.7,1,11,1,25,0.3,190,1,12,1848,1808,3652,18,18,18,1,0,0,0,0,1,3,74393
1262,1,2.6,0,7,0,16,0.6,90,6,1,1969,1183,3778,10,12,16,0,1,0,0,1,0,0,2118
1702,0,1.4,0,12,0,37,0.4,185,7,1,1272,1632,1695,6,12,15,0,1,0,1,0,0,0,6290
1705,0,2.6,1,18,1,14,0.3,81,2,14,1654,526,3984,16,3,17,0,1,0,1,0,0,0,8802
1163,1,1.5,1,0,1,28,0.3,204,3,16,568,554,2748,16,8,5,1,1,1,0,0,0,0,2575
524,0,1.3,0,10,0,45,0.1,224,4,12,1205,1656,873,15,13,18,0,1,0,1,0,0,0,4204
1703,1,1.6,1,19,0,38,0.7,173,7,6,1985,1575,1604,16,13,15,1,0,0,0,1,0,0,4114
1209,1,2.4,0,0,1,8,0.5,247,6,8,1799,1280,2826,20,16,19,1,0,0,0,0,1,3,133501
1684,0,0.8,1,7,1,9,0.2,172,3,11,105,797,2469,11,4,7,0,1,1,0,0,0,0,7824
676,0,1.0,1,4,1,38,0.3,83,8,2,190,1922,3011,6,18,9,1,1,0,0,1,0,1,16743
784,0,2.9,1,16,1,42,0.2,245,6,14,1160,1541,3046,15,1,10,1,1,0,0,1,0,1,9516
562,0,0.9,1,7,0,15,0.7,142,1,6,699,1317,3986,9,12,2,1,1,1,0,0,0,0,3167
1502,1,1.9,0,9,0,59,0.2,108,7,0,1143,1354,3565,16,10,14,1,0,0,1,0,0,0,3440
1161,1,1.9,1,1,0,13,0.8,98,6,13,1777,1058,3312,8,1,4,0,1,1,0,0,0,0,7217
1165,1,1.7,1,8,0,37,0.1,170,7,18,830,1769,3216,13,0,7,1,0,0,0,1,0,1,14027
655,0,2.1,1,2,0,53,0.3,108,4,15,71,1002,1292,17,20,18,0,0,0,1,0,0,0,2102
1992,1,1.1,0,17,1,62,0.9,242,2,9,754,1612,3584,17,2,9,1,1,0,0,0,1,3,90985
1572,0,1.9,0,6,1,41,0.7,195,1,0,1154,702,3841,19,11,7,0,0,1,0,0,0,0,6360
1466,0,1.4,1,14,1,18,0.2,149,1,4,456,1445,3537,6,6,17,0,1,0,0,1,0,1,15495
1348,0,2.2,1,20,0,41,0.8,202,7,2,1804,739,3811,11,0,2,1,0,0,1,0,0,0,6273
1607,0,0.9,1,19,1,54,0.5,102,4,16,904,989,2668,17,8,11,1,0,0,0,1,0,1,15483
1884,0,1.9,1,17,0,30,0.9,125,4,17,478,1536,480,11,17,19,1,0,0,1,0,0,0,5772
1188,0,1.0,1,2,0,63,0.6,87,3,20,51,1148,3299,20,19,15,1,0,0,1,0,0,0,2710
647,1,1.2,1,13,0,28,0.7,145,2,18,1003,1838,2497,11,5,6,1,0,1,0,0,0,0,2814
841,0,1.0,0,1,1,2,1.0,247,6,17,573,1184,3523,5,8,18,0,1,0,0,0,1,3,145398
975,1,1.0,1,13,0,53,0.3,238,3,15,1142,1721,3727,12,7,15,0,0,0,1,0,0,0,3559
1586,1,2.6,1,10,0,35,0.7,179,6,1,1900,742,312,6,17,19,0,1,0,0,1,0,1,13007
1883,0,1.2,1,15,1,5,0.5,140,6,14,1287,1006,3952,19,14,5,1,1,0,1,0,0,0,5336
1060,0,2.8,1,7,0,25,0.1,191,6,12,1262,1566,2516,19,0,3,1,0,0,0,0,1,2,42462
826,0,2.9,1,6,1,22,0.1,131,3,12,1374,1853,3606,9,13,8,1,1,0,0,1,0,1,16080
1664,1,1.9,1,10,0,34,0.2,245,1,15,892,1952,1659,6,17,8,0,0,0,1,0,0,0,7943
1489,0,0.9,0,2,1,8,0.7,115,4,7,254,1112,372,20,18,8,1,1,0,1,0,0,0,3106
714,1,1.4,0,16,0,2,0.6,191,1,10,684,661,3778,17,18,14,0,1,1,0,0,0,0,2642
934,0,2.5,0,13,0,42,0.6,166,2,7,1332,1155,2902,9,9,20,0,0,0,0,0,1,3,143343
1451,0,1.4,0,5,1,4,0.1,164,3,9,1772,1458,665,11,19,7,1,1,0,1,0,0,0,2620
1222,1,0.7,0,7,0,45,0.5,92,8,0,1854,1120,2172,10,20,18,0,1,0,0,0,1,2,37659
1841,1,1.9,0,4,1,52,0.9,244,2,11,1630,1958,3694,17,5,19,0,1,0,1,0,0,0,8027
531,0,2.6,1,7,0,16,0.5,126,4,8,1872,1756,3115,19,16,2,0,0,0,0,1,0,1,13808
1169,1,2.5,1,1,1,32,0.7,169,4,4,1518,610,3232,16,13,14,1,1,0,0,0,1,3,148523
784,1,0.9,1,14,0,55,0.8,101,5,8,56,1433,3440,9,12,20,0,1,0,0,1,0,1,14761
1828,1,2.2,1,11,0,17,0.8,246,2,15,949,1755,2239,8,7,17,1,0,0,0,0,1,2,37730
928,1,1.1,1,16,0,11,0.6,137,8,17,1426,1249,3491,12,9,11,1,1,0,0,1,0,1,13452
2000,1,1.0,1,0,1,55,0.9,109,1,7,1090,1208,2307,15,8,14,0,0,0,1,0,0,0,7434
785,0,2.7,0,14,1,30,0.5,225,7,10,1069,772,3957,18,4,11,1,1,0,0,1,0,0,5354
1667,0,1.1,1,13,1,60,0.9,185,8,19,605,1306,278,12,3,15,0,1,0,0,1,0,1,9442
1947,1,1.2,0,19,1,60,0.3,225,2,18,1673,540,3224,5,5,10,1,1,0,1,0,0,0,3213
1542,0,0.5,0,15,1,7,0.4,153,3,3,368,1059,1000,14,5,12,1,0,0,0,0,1,2,46280
517,0,2.7,1,8,0,30,0.1,246,4,19,1628,965,857,6,12,4,1,1,0,0,1,0,1,9838
1268,1,2.5,1,0,0,18,0.8,173,4,9,231,1600,3291,7,3,9,1,0,1,0,0,0,0,7598
1089,0,2.1,1,16,0,54,0.5,233,2,12,1425,989,3419,17,7,13,1,0,1,0,0,0,0,7615
1894,1,2.4,1,12,0,61,0.3,150,8,19,907,616,2772,5,4,4,1,1,0,0,1,0,1,9804
1698,1,0.9,1,20,0,23,0.3,86,2,13,1584,933,1225,15,1,8,1,1,0,0,1,0,1,12624
1509,0,1.6,1,20,1,25,0.9,144,6,20,1046,1542,1434,7,8,15,0,0,0,0,1,0,0,4629
693,1,1.4,1,4,0,62,0.9,125,2,1,573,1493,2098,14,10,8,0,1,0,0,0,1,2,49507
1001,1,0.7,0,9,1,18,0.6,97,6,3,1290,695,2930,16,19,8,0,1,0,1,0,0,0,4098
1487,1,1.7,1,5,0,22,0.7,220,8,6,840,1118,2510,12,19,15,1,1,1,0,0,0,0,2041
1636,1,2.8,1,18,1,52,0.5,232,3,18,117,1974,3317,20,10,13,0,1,1,0,0,0,0,6874
613,1,0.6,0,12,1,51,0.5,87,3,16,1975,924,336,8,6,2,1,0,0,0,0,1,2,32576
1745,0,1.2,1,0,1,12,0.9,153,1,15,1623,1917,2918,17,13,6,1,1,0,0,1,0,1,9487
1446,0,1.0,1,19,0,57,0.2,239,2,12,1624,1807,738,17,5,12,1,0,0,0,1,0,1,16853
1330,1,1.1,0,14,0,8,0.5,224,8,17,1078,533,2895,11,3,2,1,0,0,1,0,0,0,5410
1787,1,2.8,1,13,0,43,0.4,181,8,20,1176,794,1686,11,5,14,1,0,0,1,0,0,0,5834
1424,0,1.7,1,7,0,40,0.5,158,1,11,1262,1506,3430,20,2,18,1,0,1,0,0,0,0,6866
554,1,1.7,1,9,1,6,0.5,158,7,0,1288,1774,3567,15,5,4,1,0,0,1,0,0,0,7830
1299,0,2.4,1,8,1,45,0.6,200,8,14,267,838,3592,9,2,11,1,0,1,0,0,0,0,2991
1277,1,0.9,1,16,1,49,0.2,142,5,2,1930,1117,288,16,0,20,0,0,0,0,0,1,3,142998
1981,1,1.7,1,8,1,62,0.6,119,3,5,112,1963,2338,20,20,8,1,1,0,0,1,0,1,19703
661,1,1.6,0,2,0,58,0.3,163,4,13,165,679,1528,5,17,4,0,1,0,0,1,0,1,17294
1903,1,2.0,1,10,1,22,0.3,94,6,5,667,1121,3303,14,3,13,0,0,1,0,0,0,0,4993
586,1,3.0,1,11,0,19,0.2,178,5,0,1031,1751,3377,8,5,11,1,1,0,0,1,0,0,5819
554,1,2.4,0,9,1,36,0.8,213,4,19,713,1118,535,11,16,13,0,1,0,0,0,1,3,121780
1999,1,1.5,0,16,1,21,0.5,200,5,5,1240,1142,2263,18,17,16,1,1,0,1,0,0,0,6296
1701,0,2.6,1,16,1,16,0.7,142,1,7,430,522,2455,9,5,7,0,1,0,0,0,1,2,59121
1914,0,0.9,0,10,0,6,0.8,215,1,14,1315,1850,1938,6,1,20,1,0,0,0,1,0,1,16299
1872,0,0.6,1,3,0,14,0.7,207,6,13,892,1677,1830,18,11,6,0,1,0,0,0,1,3,65369
1531,1,1.0,1,6,1,52,0.5,191,3,15,1073,1118,956,12,11,3,1,0,0,0,1,0,1,9622
1332,1,1.4,0,20,1,13,0.4,190,7,19,106,1669,3864,6,3,20,0,1,1,0,0,0,0,6536
812,1,1.8,1,13,1,63,0.4,111,8,15,1032,751,2035,15,15,20,1,1,0,1,0,0,0,7028
1258,1,2.0,1,6,0,56,0.7,124,6,18,744,801,3038,12,19,5,1,0,0,1,0,0,0,7982
942,1,2.8,0,7,0,22,0.5,201,7,0,699,1593,1274,17,9,6,0,0,0,0,1,0,1,19952
827,1,1.8,0,0,0,38,0.9,161,4,3,1479,1616,1509,15,9,8,0,0,0,0,1,0,1,12683
1577,1,1.8,0,3,1,7,0.9,92,8,9,322,662,920,20,6,5,0,1,0,1,0,0,0,3067
1260,0,0.6,0,11,0,8,0.3,103,5,19,308,1604,3226,6,13,12,0,1,0,0,0,1,3,68597
1762,1,0.6,1,2,1,27,0.2,247,6,17,849,1586,1567,15,6,4,1,1,0,0,0,1,2,43578
1752,0,1.9,0,12,0,43,0.7,93,7,1,621,1111,1674,20,11,6,0,0,0,0,0,1,3,72694
1078,0,1.6,0,19,1,49,0.4,149,2,3,994,1959,2756,20,10,16,0,0,0,1,0,0,0,2524
1574,1,2.6,0,5,1,9,0.1,141,2,14,144,1571,2923,9,16,19,1,0,1,0,0,0,0,5547
1506,1,0.9,0,10,0,10,0.9,199,3,3,739,944,1312,8,10,17,1,0,0,0,1,0,1,14830
1787,0,0.6,0,3,1,28,0.3,168,7,15,820,573,2194,5,20,17,1,0,0,0,1,0,1,18355
1941,0,1.6,1,19,1,5,0.9,80,6,14,411,1325,1642,18,2,11,0,1,0,1,0,0,0,7412
595,1,1.1,0,15,1,22,0.7,205,4,17,113,1041,1390,16,18,2,0,0,1,0,0,0,0,4999
1611,1,0.6,1,6,0,32,0.8,111,2,6,574,656,1400,12,3,12,0,0,0,1,0,0,0,7607
1601,0,2.3,0,10,1,22,0.3,220,3,14,398,1789,2319,14,7,18,0,1,0,0,0,1,3,139496
1811,1,0.8,0,0,0,41,0.3,240,6,10,1298,755,994,20,13,16,1,0,0,0,0,1,3,100613
1643,1,2.0,0,6,0,26,0.6,111,3,18,123,1562,1802,16,19,8,0,0,0,0,1,0,0,5641
1313,1,1.2,0,11,1,40,0.3,135,4,7,85,1578,3018,7,13,7,0,0,0,0,1,0,0,2028
990,0,0.9,0,6,0,16,0.4,231,2,0,1605,1551,3017,17,15,16,1,0,0,0,1,0,0,8479
951,0,1.4,0,6,1,54,0.4,170,8,2,46,1436,2401,8,14,16,1,1,0,0,1,0,1,16432
664,0,2.5,0,9,0,36,0.2,83,2,4,1734,617,2419,8,11,8,1,0,0,0,0,1,2,22180
681,1,1.5,0,15,1,50,0.3,102,2,17,1899,869,3268,9,15,4,0,1,0,0,0,1,3,66556
968,1,2.4,1,7,0,44,0.8,108,7,11,943,708,1750,7,19,15,0,0,1,0,0,0,0,5807
1409,0,0.8,0,8,1,42,0.3,177,1,11,1224,1086,1718,13,18,10,1,1,0,0,1,0,0,8864
1234,0,2.4,1,8,1,38,0.1,228,7,20,1299,1348,3608,8,4,4,0,1,0,1,0,0,0,6474
1322,0,1.1,0,1,1,58,0.7,109,2,18,1572,815,604,18,11,7,0,0,1,0,0,0,0,3996
1443,1,2.2,1,12,1,43,1.0,169,5,8,1738,1916,487,14,4,10,1,1,1,0,0,0,0,2294
506,0,1.9,0,12,0,48,0.4,227,1,10,1153,943,2252,19,9,2,1,1,0,0,0,1,3,149401
829,0,2.8,0,3,0,29,0.2,223,8,16,1471,1782,3438,15,16,10,1,1,0,0,1,0,0,6824
1274,1,1.5,0,11,1,62,0.6,146,6,15,803,1721,3679,20,14,13,0,0,1,0,0,0,0,5135
650,1,0.7,1,16,0,15,0.9,180,7,3,388,1127,3339,15,7,5,0,1,0,0,1,0,1,14872
1608,1,0.5,1,1,1,5,0.8,137,1,9,575,944,3287,8,7,17,0,1,0,0,0,1,2,22672
646,0,2.6,1,12,1,54,0.7,104,1,14,1286,1069,3815,10,7,6,1,1,1,0,0,0,0,2053
1904,1,1.8,1,17,0,21,0.4,102,7,18,1989,1081,1812,19,9,18,0,0,1,0,0,0,0,7857
1414,1,2.4,0,14,0,35,0.6,208,7,2,631,1104,2942,12,19,18,0,0,0,1,0,0,0,2104
1808,0,1.1,0,7,1,13,0.2,176,1,20,1301,1240,2588,17,12,7,1,1,0,0,0,1,2,27429
1199,1,1.4,0,14,0,34,0.7,222,3,4,713,1407,2226,11,15,16,0,1,0,1,0,0,0,7345
581,0,0.6,1,0,1,25,0.8,207,8,10,1069,1148,1912,8,8,2,0,0,0,0,0,1,3,117273
1013,0,2.9,0,19,0,21,1.0,160,5,4,1191,804,2939,8,15,14,1,1,0,1,0,0,0,5455
1314,1,2.2,1,9,0,6,0.3,248,4,6,1468,838,2198,9,9,17,1,0,0,0,0,1,3,113273
1208,1,2.8,1,11,0,39,0.1,83,2,5,621,1028,800,14,2,3,1,1,0,0,0,1,3,123192
1245,1,1.2,1,4,0,31,0.6,214,8,12,45,553,647,9,13,20,1,1,1,0,0,0,0,6892
1522,1,2.0,1,8,0,25,0.7,125,7,1,723,1635,1449,16,12,3,1,0,0,1,0,0,0,4106
1909,1,2.2,1,7,1,44,0.8,88,1,18,539,1183,2380,5,3,13,0,0,0,1,0,0,0,4422
1206,1,1.3,0,15,0,41,0.3,240,4,10,86,918,2244,17,3,13,1,1,0,1,0,0,0,3179
970,0,2.6,1,13,0,8,0.3,112,7,19,802,804,552,12,5,9,1,0,1,0,0,0,0,5772
1642,0,2.9,1,12,1,37,0.6,163,3,4,1408,1961,2633,14,18,13,1,1,0,0,1,0,1,10224
895,1,2.7,0,20,1,39,0.4,211,4,8,1692,584,1342,17,10,12,0,1,0,0,0,1,3,114537
760,0,2.3,1,12,1,17,0.9,144,1,5,264,751,525,9,7,3,0,0,0,1,0,0,0,5052
1304,1,1.2,1,4,0,53,0.5,185,8,16,1800,625,2519,7,13,2,1,1,0,0,0,1,2,51648
1433,0,1.2,0,15,0,16,0.8,113,6,18,1045,1109,3517,7,7,5,0,1,1,0,0,0,0,2763
1779,0,2.9,0,10,1,47,0.6,164,8,7,1791,1928,1354,8,13,10,0,0,0,0,0,1,2,24271
1404,0,0.5,0,4,1,24,0.8,167,8,6,702,803,1965,20,6,8,0,1,1,0,0,0,0,4456
1749,1,2.3,1,12,1,13,0.4,232,5,4,1473,1551,765,16,20,11,1,1,0,0,1,0,1,12110
1576,0,2.3,0,10,1,30,0.8,134,4,14,1999,1347,2882,11,17,15,0,1,0,1,0,0,0,5512
1439,1,2.1,0,18,0,45,0.3,216,7,9,231,1789,1372,20,11,2,0,1,1,0,0,0,0,4328
1353,0,3.0,0,2,0,49,0.6,96,1,15,185,1575,1332,9,13,6,1,0,0,0,0,1,2,58075
1887,0,1.3,1,14,0,16,0.3,228,7,8,325,1154,751,5,14,14,1,1,1,0,0,0,0,4565
1803,0,1.3,0,6,0,30,0.5,220,1,6,1206,1143,3251,18,17,7,0,1,1,0,0,0,0,8768
1092,0,0.7,1,6,0,46,0.4,210,2,10,396,1357,349,16,11,18,1,1,0,0,1,0,1,14904
1213,0,1.6,1,5,1,44,0.3,83,6,8,1504,1010,880,17,9,16,1,1,0,1,0,0,0,8261
1681,1,1.2,0,2,0,63,1.0,86,2,16,1426,706,484,9,11,8,1,0,1,0,0,0,0,6702
1131,1,1.4,1,12,1,50,0.2,105,8,8,1486,1073,2553,18,7,9,1,0,1,0,0,0,0,3716
558,0,2.6,1,6,1,22,0.8,103,6,2,1440,1374,1670,9,5,3,0,0,0,0,0,1,2,30234
627,0,2.8,0,4,1,16,1.0,89,5,7,1225,1010,976,10,18,19,1,1,1,0,0,0,0,4297
1235,0,1.0,1,17,0,15,0.1,92,2,18,1088,700,1235,18,0,8,1,1,1,0,0,0,0,6724
1220,0,1.4,0,7,1,43,0.7,204,5,19,955,1322,2485,11,12,17,0,0,0,1,0,0,0,8366
1638,1,2.8,1,16,0,45,0.3,118,7,15,1931,1807,522,9,15,20,1,0,0,1,0,0,0,7935
1732,0,0.7,1,19,1,17,0.1,226,8,6,554,1880,1259,19,17,10,0,1,0,0,0,1,2,48484
1025,1,0.7,0,0,0,16,0.5,98,3,6,732,1570,536,17,11,13,1,0,1,0,0,0,0,2658
1020,0,0.9,0,13,1,43,0.9,155,3,19,1040,1519,1217,15,4,15,0,1,1,0,0,0,0,7163
1051,1,2.0,1,16,0,64,0.1,131,6,12,1859,636,2970,18,20,8,1,1,1,0,0,0,0,2316
736,0,0.9,1,9,1,5,0.6,199,6,2,796,629,1362,6,12,3,1,1,0,0,1,0,1,17439
1804,0,2.9,0,11,1,28,0.6,237,2,11,1206,1718,1465,18,7,18,0,1,0,0,1,0,0,4005
1882,1,1.6,1,15,1,24,0.9,125,3,7,390,1517,3978,6,5,12,0,1,0,0,0,1,2,45327
1724,0,1.8,1,13,1,30,0.2,228,4,12,43,1887,3894,17,2,19,0,1,0,0,1,0,1,12192
1801,0,1.1,1,15,0,42,0.7,154,4,19,1996,931,2834,8,19,13,0,1,0,0,0,1,3,106684
1758,0,1.7,1,7,0,54,0.7,203,7,15,900,1592,1627,5,3,4,0,1,1,0,0,0,0,4955
993,1,2.2,0,9,0,53,0.7,127,4,6,1723,1981,678,11,11,15,1,0,0,0,1,0,1,9951
503,0,2.4,0,16,1,64,0.9,141,7,3,1925,1039,3284,17,12,16,0,0,0,1,0,0,0,4904
1165,0,2.4,0,17,1,10,0.8,137,3,11,481,834,2261,5,1,20,1,0,0,0,1,0,0,4088
941,1,1.9,0,19,1,54,0.1,97,4,16,1286,1025,709,7,18,11,0,0,1,0,0,0,0,3515
528,1,2.8,0,15,1,58,0.5,187,5,0,1197,1057,2570,14,3,10,0,1,0,1,0,0,0,3497
1632,1,2.5,0,16,1,57,0.5,127,1,16,1464,1408,762,11,12,11,1,0,0,0,0,1,3,80489
1109,0,2.4,1,15,1,53,0.4,142,6,1,565,1539,1421,15,18,5,1,0,1,0,0,0,0,2714
1304,0,0.6,0,18,0,44,0.5,91,8,5,219,1979,571,16,7,20,1,1,0,1,0,0,0,7557
574,0,0.5,1,7,0,44,0.4,113,2,11,1581,1009,1955,16,7,11,1,0,0,0,1,0,0,6116
1337,1,1.0,1,5,0,8,0.5,181,7,10,1417,708,1019,10,15,18,0,0,0,0,0,1,2,59807
1669,0,2.2,1,5,0,54,1.0,166,5,20,771,1681,1511,19,10,13,1,0,0,0,1,0,1,9447
627,0,1.5,0,20,0,43,0.2,104,4,10,1218,1860,3624,19,17,2,0,0,0,1,0,0,0,8423
541,1,1.5,1,8,0,5,0.9,211,8,17,408,1764,1153,11,3,12,0,1,0,1,0,0,0,3011
1879,1,2.7,0,3,0,6,0.5,220,8,7,470,557,1208,9,0,14,0,0,1,0,0,0,0,3471
540,1,2.7,1,11,0,6,0.7,249,1,6,1370,1315,3178,20,0,2,1,0,0,0,0,1,3,132875
1433,1,2.8,1,11,1,12,0.8,128,2,13,1485,1828,1851,12,13,2,1,0,0,0,0,1,2,55774
533,1,1.3,0,16,1,64,0.4,157,5,15,1084,1868,3219,10,3,17,1,0,0,1,0,0,0,3863
1540,0,2.2,1,14,1,42,0.5,215,2,11,165,1537,2325,16,10,8,1,1,1,0,0,0,0,3615
1676,1,1.2,1,8,1,29,0.5,134,7,8,671,1882,639,8,17,11,1,1,0,1,0,0,0,5502
1497,0,1.0,1,6,1,17,0.4,97,7,19,1174,876,3453,18,15,17,1,0,0,1,0,0,0,4599
1901,0,1.0,1,9,1,42,0.9,114,6,20,110,742,358,15,16,2,0,1,0,0,0,1,2,44524
1087,1,1.4,0,15,1,55,0.8,239,3,15,1511,1492,1155,5,1,10,1,1,0,0,1,0,1,16247
841,1,1.6,1,11,0,31,0.2,231,7,20,548,1668,3036,6,3,7,0,1,0,0,1,0,1,14232
526,1,2.6,1,6,0,5,0.2,86,4,18,1026,1390,365,16,2,16,0,1,0,0,0,1,2,35494
1810,0,0.8,0,17,1,64,0.5,92,8,15,1506,914,3897,10,14,5,1,0,1,0,0,0,0,7524
1145,1,2.3,1,14,0,3,0.2,205,5,8,1036,893,3799,8,1,16,1,1,0,0,0,1,2,30596
1230,1,1.8,1,5,0,47,0.7,191,5,12,1185,1228,3392,7,18,11,1,0,1,0,0,0,0,5376
667,1,1.2,1,11,0,4,0.2,148,1,4,343,857,1751,11,8,17,1,0,0,0,0,1,2,35273
1109,1,1.7,1,10,0,51,0.6,179,8,18,1472,1681,3897,11,9,14,0,0,1,0,0,0,0,5080
767,1,1.2,0,19,0,22,0.1,169,1,9,331,1173,925,20,20,20,1,0,0,1,0,0,0,6565
1320,0,2.0,1,2,1,7,0.4,121,1,6,263,517,3403,6,18,5,1,0,0,1,0,0,0,6657
954,0,1.6,0,1,0,44,0.7,188,8,8,82,1227,3346,12,4,17,0,0,1,0,0,0,0,4586
1405,0,0.9,1,5,1,54,0.5,238,2,13,776,1060,639,19,13,12,0,0,0,0,0,1,2,23895
1924,1,0.8,1,4,1,19,1.0,189,4,14,923,1870,2276,19,9,16,1,0,0,1,0,0,0,7290
1421,1,1.9,1,17,1,45,0.9,105,2,12,333,1581,2493,15,15,12,0,0,0,0,0,1,3,62373
1480,1,2.8,0,15,0,6,0.4,155,4,9,1403,654,1017,20,5,12,1,0,0,0,1,0,1,13035
1999,0,1.4,1,7,1,10,0.1,111,5,13,1242,986,2663,5,7,4,1,1,0,1,0,0,0,7741
1201,1,2.3,1,19,1,21,0.9,170,7,20,657,650,3178,15,1,18,0,1,0,0,0,1,3,100358
1133,1,2.1,0,10,1,29,0.9,204,7,11,1833,1882,1141,14,17,6,0,1,0,0,0,1,3,141545
629,1,2.8,0,9,1,27,0.8,205,2,18,1832,867,3779,11,20,14,1,0,0,0,1,0,1,12290
1519,0,2.6,0,11,0,19,0.2,131,2,5,453,1570,2382,20,20,11,1,0,0,0,0,1,2,37739
1886,1,1.9,0,20,1,20,1.0,227,2,11,672,706,2899,14,20,6,1,0,1,0,0,0,0,5539
1318,0,2.1,1,5,1,4,0.3,182,3,12,740,949,3499,16,19,13,0,0,0,1,0,0,0,8986
1192,1,2.7,1,19,1,10,0.8,184,6,7,1769,1423,1491,5,7,9,0,0,1,0,0,0,0,6720
1815,0,1.5,1,4,1,37,0.9,247,8,15,1112,1196,3189,17,4,13,1,1,0,0,1,0,1,12359
1894,0,1.3,1,8,0,32,0.3,93,4,1,332,1069,1270,16,16,17,1,1,1,0,0,0,0,4100
1293,0,0.5,0,15,1,50,0.9,183,7,6,309,642,1724,19,15,3,0,0,0,0,0,1,3,102684
528,1,2.6,1,13,1,18,0.4,196,4,11,726,1923,2452,18,4,4,1,0,0,0,1,0,0,5886
648,1,2.5,1,7,1,64,1.0,127,2,6,1443,1620,265,7,16,19,0,1,0,0,1,0,1,19972
1819,0,0.8,1,19,1,56,0.4,172,3,18,1632,1570,1821,20,3,18,1,1,1,0,0,0,0,6826
510,0,1.9,1,18,1,24,1.0,250,2,13,1748,690,1047,20,0,3,0,1,0,0,1,0,1,12583
